month,SO2,NO2,CO,OZONE,PM10,PM25,id,city,population,popdense,area,other_frac,car_frac,pt_frac,Car,PT,Other,Temp,RH,Pressure,Wind,Precip
8,0.44028564393,5.69776938916,NA,0.0242039354839,NA,NA,Vannes8,Vannes,150860.0,590.059752282,255.66902236,NA,NA,NA,NA,NA,NA,61.7767065868,NA,1017.8422619,7.72084712176,44.3
9,0.424783715013,10.4260460993,NA,0.02559815,NA,NA,Vannes9,Vannes,150860.0,590.059752282,255.66902236,NA,NA,NA,NA,NA,NA,57.2697336562,NA,1016.88229814,5.36320987893,55.2
10,0.369995075105,11.0084574468,NA,0.0230391935484,NA,NA,Vannes10,Vannes,150860.0,590.059752282,255.66902236,NA,NA,NA,NA,NA,NA,55.0097362637,NA,1013.1783032,8.73296821099,176.9
11,0.661132315522,13.5344503546,NA,0.0194032666667,NA,NA,Vannes11,Vannes,150860.0,590.059752282,255.66902236,NA,NA,NA,NA,NA,NA,47.1360818084,NA,1007.49575071,9.12705067815,162.8
12,0.711425757203,21.3617021277,NA,0.0125208064516,NA,NA,Vannes12,Vannes,150860.0,590.059752282,255.66902236,NA,NA,NA,NA,NA,NA,38.5983728814,NA,1014.41741573,7.75141891977,73.6
1,1.13893129771,21.3625641966,NA,0.00578617241379,40.275862069,36.1379310345,Vienne1,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
2,1.14506752789,20.2223813421,NA,0.0143225238095,35.3846153846,31.8461538462,Vienne2,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
3,0.894090125585,15.701321208,NA,0.0204724354839,32.5161290323,25.8064516129,Vienne3,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
4,0.784732824427,14.2202340426,NA,0.02494065,32.1,25.4333333333,Vienne4,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
5,0.636161044078,11.9591798216,NA,0.0226780806452,18.935483871,14.3548387097,Vienne5,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
6,0.699973677283,12.4584739545,NA,0.0271141034483,22.0689655172,15.6206896552,Vienne6,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
7,1.04724342663,13.4332446809,NA,0.0313884444444,25.875,18.3125,Vienne7,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
8,1.12096774194,11.3718428277,NA,0.0282217096774,18.2580645161,12.8709677419,Vienne8,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
9,1.25367684478,15.6128723404,NA,0.0211773666667,19.2,13.6,Vienne9,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
10,1.30299187392,14.5619080302,NA,0.0173143064516,25.1612903226,19.1935483871,Vienne10,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
11,1.69223009815,18.2238031915,NA,0.0106199642857,23.0357142857,19.1071428571,Vienne11,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
12,2.36882541246,19.2941146191,NA,0.0112592307692,26.064516129,22.1290322581,Vienne12,Vienne,112334.0,1569.86911916,71.55628366,0.21,0.74,0.05,83127.16,5616.7,23590.14,NA,NA,NA,NA,NA
1,NA,11.2483356211,NA,0.0145040322581,29.0967741935,NA,Agen1,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,37.0048970748,NA,1015.09252199,3.53475286768,55.6
2,NA,11.0570288754,NA,0.0199159107143,29.1071428571,NA,Agen2,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,40.8241084165,NA,1007.20841924,5.81432769187,40.4
3,NA,6.66111873713,NA,0.0263117258065,29.0322580645,NA,Agen3,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,46.1840892193,NA,1017.27936747,6.38552644362,41.3
4,NA,5.28384751773,NA,0.0326696833333,20.2333333333,NA,Agen4,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,53.7282926829,NA,1017.59443535,3.77494781572,27.4
5,NA,2.55042896362,NA,0.0335006935484,18.1612903226,NA,Agen5,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,57.6897233202,NA,1016.0239531,5.30796204211,66.2
6,NA,2.08186170213,NA,0.0346402,18.9,NA,Agen6,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,64.9989504373,NA,1014.70745156,4.30553948299,66.4
7,NA,1.46858156028,NA,0.0338565,19.0666666667,NA,Agen7,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,71.9858671952,NA,1018.11458027,4.79660340139,28.8
8,NA,1.88606382979,NA,0.030863483871,13.6333333333,NA,Agen8,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,68.2780582524,NA,1017.66,4.35159861771,20.7
9,NA,5.86054964539,NA,0.0294352391304,18.125,NA,Agen9,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,62.1657358491,NA,1016.48062992,3.85051475723,55.1
10,NA,9.04934797529,NA,0.01992975,21.7741935484,NA,Agen10,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,54.7405155747,NA,1013.36291291,5.4727855794,79.7
11,NA,10.4453546099,NA,0.0159667833333,14.9333333333,NA,Agen11,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,46.6222282609,NA,1010.0602071,5.41352397101,75.8
12,NA,15.2797700755,NA,0.0103372903226,24.4516129032,NA,Agen12,Agen,111663.0,430.026855485,259.66517806,NA,NA,NA,NA,NA,NA,37.4552786885,NA,1013.02305389,5.41067332896,32.4
1,NA,5.76146190803,NA,0.0211384193548,19.5483870968,NA,Ajaccio1,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,47.2630875576,NA,1010.90688705,6.30986588018,105.2
2,NA,6.15826367781,NA,0.02834275,22.75,NA,Ajaccio2,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,48.9661575563,NA,1006.28103187,6.87641212862,59.1
3,NA,5.60392930679,NA,0.0307273709677,23.9666666667,NA,Ajaccio3,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,50.7059225513,NA,1016.40343879,6.297480735,55.7
4,NA,6.36691489362,NA,0.0364746666667,17.4,NA,Ajaccio4,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,55.9036626917,NA,1016.43173484,5.85536267121,51.6
5,NA,6.58215511325,NA,0.0341505645161,20.6,NA,Ajaccio5,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,61.5343247588,NA,1012.89180835,6.38357681029,70.4
6,NA,6.78987588652,NA,0.037537,22.5666666667,NA,Ajaccio6,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,68.8246715328,NA,1012.9777305,6.81321437794,81.8
7,NA,7.40858400587,NA,0.0402213387097,29.1290322581,NA,Ajaccio7,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,76.7534487952,NA,1014.83569482,6.58799407675,3.0
8,NA,7.40730954015,NA,0.0357242419355,23.2258064516,NA,Ajaccio8,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,72.365076661,NA,1014.62628726,6.55458211925,26.6
9,NA,5.91916666667,NA,0.0373747,19.4,NA,Ajaccio9,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,68.289414595,NA,1014.07836676,6.8240163336,4.5
10,NA,5.47035003432,NA,0.0270462741935,19.7741935484,NA,Ajaccio10,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,61.0137670197,NA,1012.2413649,6.30601104992,88.5
11,NA,5.49687943262,NA,0.0192443166667,20.3,NA,Ajaccio11,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,53.3714652568,NA,1008.29263456,6.09461375227,209.7
12,NA,6.21696980096,NA,0.0141244516129,24.5806451613,NA,Ajaccio12,Ajaccio,100643.0,263.886332544,381.38769458,NA,NA,NA,NA,NA,NA,48.0049200305,NA,1011.22927928,6.06750484082,128.6
1,NA,25.0235758408,NA,0.00723993548387,38.9032258065,32.8387096774,Annecy1,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,26.0897796353,NA,0.0148560178571,37.4642857143,30.625,Annecy2,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,18.7299931366,NA,0.0218897741935,35.8064516129,25.3548387097,Annecy3,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,16.6992198582,NA,0.0299128,33.8,20.8571428571,Annecy4,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,10.7255147563,NA,0.0280093870968,21.935483871,13.3076923077,Annecy5,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,12.0306382979,NA,0.0312811166667,24.8928571429,15.0689655172,Annecy6,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,10.7682801418,NA,0.0376908548387,25.7741935484,14.5172413793,Annecy7,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,8.18821207962,NA,0.0316243709677,18.1612903226,12.0322580645,Annecy8,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,13.2309751773,NA,0.0215534166667,21.1785714286,14.6666666667,Annecy9,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,16.3695092656,NA,0.0101707096774,29.6451612903,22.1612903226,Annecy10,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,15.9675048356,NA,0.0101498166667,24.5714285714,21.7037037037,Annecy11,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,25.8657358156,NA,0.00600466129032,37.3225806452,33.2307692308,Annecy12,Annecy,221111.0,771.997002222,286.41432462,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,16.44257035,NA,0.0126143870968,NA,NA,Belfort1,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,30.8333128834,NA,1015.27822086,2.73449393865,56.5
2,NA,15.7258928571,NA,0.0194138214286,NA,NA,Belfort2,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,37.4457377049,NA,1006.45803279,3.98009206557,93.2
3,NA,10.7818291009,NA,0.0280159677419,NA,NA,Belfort3,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,42.8849004594,NA,1017.71393568,4.35384438591,65.1
4,NA,10.1322163121,NA,0.0325943166667,NA,NA,Belfort4,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,52.347902439,NA,1017.97934959,3.55801737886,54.5
5,NA,7.42048730268,NA,0.0277887096774,NA,NA,Belfort5,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,54.6349258649,NA,1014.8568369,3.17931524217,124.6
6,NA,7.66828014184,NA,0.0329237,NA,NA,Belfort6,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,63.9068932039,NA,1014.24563107,2.84813449838,144.4
7,NA,6.33647906658,NA,0.0351745,NA,NA,Belfort7,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,69.4107792208,NA,1017.1400974,2.39729748052,81.8
8,NA,4.74670555937,NA,0.0268401935484,NA,NA,Belfort8,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,63.8629864253,NA,1016.14434389,2.90373926998,193.8
9,NA,7.73476950355,NA,0.0211009,NA,NA,Belfort9,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,57.0412440191,NA,1016.29473684,2.23015401274,100.0
10,NA,11.9733333333,NA,0.01358325,NA,NA,Belfort10,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,50.1136990596,NA,1014.38824451,2.58762274608,91.2
11,NA,10.5260460993,NA,NA,NA,NA,Belfort11,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,43.3724770642,NA,1008.82232416,3.84428540673,105.4
12,NA,17.6153054221,NA,NA,NA,NA,Belfort12,Belfort,114077.0,673.362949507,169.41383556,NA,NA,NA,NA,NA,NA,33.3748995363,NA,1013.85177743,3.2744841051,132.5
1,NA,NA,NA,0.0208465645161,NA,NA,Besancon1,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
2,NA,NA,NA,0.0322343392857,NA,NA,Besancon2,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
3,NA,NA,NA,0.0367949677419,NA,NA,Besancon3,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
4,NA,NA,NA,0.0423401,NA,NA,Besancon4,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
5,NA,NA,NA,0.0339481129032,NA,NA,Besancon5,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
6,NA,NA,NA,0.0433110166667,NA,NA,Besancon6,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
7,NA,NA,NA,0.044129875,NA,NA,Besancon7,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
8,NA,NA,NA,0.0343337258065,NA,NA,Besancon8,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
9,NA,NA,NA,0.0292457068966,NA,NA,Besancon9,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
10,NA,NA,NA,0.0247898,NA,NA,Besancon10,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
11,NA,NA,NA,0.024494362069,NA,NA,Besancon11,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
12,NA,NA,NA,0.0230423225806,NA,NA,Besancon12,Besancon,246841.0,391.958406492,629.76325016,0.29,0.6,0.11,148104.6,27152.51,71583.89,NA,NA,NA,NA,NA
1,NA,NA,NA,NA,NA,NA,Blois1,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,33.1663551402,NA,1014.87165109,6.72017582555,26.9
2,NA,NA,NA,NA,NA,NA,Blois2,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,38.5261052632,NA,1004.64358524,9.72090512281,48.5
3,NA,NA,NA,NA,NA,NA,Blois3,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,44.4932817337,NA,1016.60652174,8.98740141176,47.6
4,NA,NA,NA,NA,NA,NA,Blois4,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,51.5260229133,NA,1018.22901639,7.66910098854,19.7
5,NA,NA,NA,NA,NA,NA,Blois5,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,55.4447602131,NA,1016.23534636,6.98090603197,34.8
6,NA,NA,NA,NA,NA,NA,Blois6,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,63.8272463768,NA,1015.20032206,5.7213377649,54.6
7,NA,NA,NA,NA,NA,NA,Blois7,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,69.5073548387,NA,1017.04967742,5.97981618065,76.5
8,NA,NA,NA,NA,NA,NA,Blois8,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,65.1822535211,NA,1016.46253918,6.74677005643,39.1
9,NA,NA,NA,NA,NA,NA,Blois9,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,59.4286268174,NA,1016.31231767,5.67827380937,99.6
10,NA,NA,NA,NA,NA,NA,Blois10,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,52.8406148282,NA,1012.7701087,6.53910588065,62.2
11,NA,NA,NA,NA,NA,NA,Blois11,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,43.7601901743,NA,1007.86152623,7.26090472266,76.8
12,NA,NA,NA,NA,NA,NA,Blois12,Blois,127053.0,331.492419012,383.27573336,NA,NA,NA,NA,NA,NA,34.0657680251,NA,1013.4100471,6.63860968025,78.7
1,NA,21.0047357584,NA,0.0112333387097,32.0322580645,NA,Bourg-en-Bresse1,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,31.6291331269,NA,1015.12416534,4.84967016718,98.3
2,NA,18.9331489362,NA,0.01977954,30.12,NA,Bourg-en-Bresse2,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,38.1281533101,NA,1007.28007055,6.5319140979,95.6
3,NA,16.7191312057,NA,0.0280777580645,25.6666666667,NA,Bourg-en-Bresse3,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,43.4217900172,NA,1017.87958115,6.51704980379,101.1
4,NA,14.319718845,NA,0.0336496,26.1666666667,NA,Bourg-en-Bresse4,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,53.2297394137,NA,1018.03631922,5.57439830688,51.6
5,NA,9.78821207962,NA,0.0292896774194,15.9032258065,NA,Bourg-en-Bresse5,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,56.1866895369,NA,1014.92178388,6.56037664494,104.3
6,NA,9.10328014184,NA,0.0344981166667,19.3666666667,NA,Bourg-en-Bresse6,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,64.0992905405,NA,1013.84,5.58854,98.7
7,NA,9.23241249142,NA,0.0372849193548,19.7096774194,NA,Bourg-en-Bresse7,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,72.4653184713,NA,1017.22114754,5.54118211465,26.8
8,NA,9.60780713795,NA,0.0272066451613,14.5483870968,NA,Bourg-en-Bresse8,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,66.2865897858,NA,1016.54721754,4.583875743,105.8
9,NA,11.8587588652,NA,0.0232208333333,16.6333333333,NA,Bourg-en-Bresse9,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,57.7454545455,NA,1016.37218182,4.23001759715,106.8
10,NA,13.852676733,NA,0.0183871129032,23.7419354839,NA,Bourg-en-Bresse10,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,52.35603125,NA,1014.16016,5.606459775,105.2
11,NA,14.6882269504,NA,0.0147326833333,17.8333333333,NA,Bourg-en-Bresse11,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,44.7570393701,NA,1009.62348112,5.49264899528,139.0
12,NA,15.5030370625,NA,0.0144729032258,24.0967741935,NA,Bourg-en-Bresse12,Bourg-en-Bresse,122806.0,368.174800883,333.5535178,NA,NA,NA,NA,NA,NA,34.6284652666,NA,1013.32558528,6.55365495881,94.9
1,NA,14.7721002059,NA,0.0145305483871,NA,NA,Chartres1,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,32.2025,NA,1015.36029412,5.27515810256,46.4
2,NA,10.879350304,NA,0.0255463392857,NA,NA,Chartres2,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,38.1376896552,NA,1004.38513274,7.33665542069,48.7
3,NA,11.8664378861,NA,0.0275959516129,NA,NA,Chartres3,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,44.4205741627,NA,1016.84361874,6.97767254864,38.5
4,NA,10.4756382979,NA,0.0329097166667,NA,NA,Chartres4,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,50.7699184339,NA,1018.92202284,5.84800934421,24.0
5,NA,7.53716540837,NA,0.0332453709677,NA,NA,Chartres5,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,54.597408056,NA,1016.65884413,5.58164634676,33.9
6,NA,6.62973404255,NA,0.03417845,NA,NA,Chartres6,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,64.0049350649,NA,1015.59439252,4.80658618182,59.0
7,NA,6.17115648593,NA,0.0343110967742,NA,NA,Chartres7,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,69.3125358852,NA,1017.21477273,4.67265653589,36.9
8,NA,5.00386067261,NA,0.0279748548387,NA,NA,Chartres8,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,63.8031893688,NA,1016.22951096,5.01071580066,44.3
9,NA,9.02287234043,NA,0.0268517333333,NA,NA,Chartres9,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,58.6369849246,NA,1016.02144082,4.19081484757,57.0
10,NA,10.1814344544,NA,0.0184996290323,NA,NA,Chartres10,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,51.2989108911,NA,1013.60237288,5.46488483168,37.9
11,NA,9.89370567376,NA,0.0180510666667,NA,NA,Chartres11,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,43.7542748092,NA,1006.99574468,6.01292033588,76.5
12,NA,14.5075497598,NA,0.0134702580645,NA,NA,Chartres12,Chartres,145735.0,202.419730922,719.9643994,NA,NA,NA,NA,NA,NA,32.1022792937,NA,1013.23509061,5.74103627608,75.5
1,NA,14.9461736445,NA,0.0167967037037,28.3225806452,NA,Cholet1,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,NA,11.6886968085,NA,0.0279969821429,23.7857142857,NA,Cholet2,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,NA,11.6013383665,NA,0.0296391774194,26.7333333333,NA,Cholet3,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,NA,9.51404255319,NA,0.0382111,28.4642857143,NA,Cholet4,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5,NA,6.62242621826,NA,0.0366471774194,21.0322580645,NA,Cholet5,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6,NA,6.74638297872,NA,0.0370929666667,18.4333333333,NA,Cholet6,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7,NA,5.91041523679,NA,0.0320400166667,17.88,NA,Cholet7,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8,NA,5.42421070693,NA,0.0293723225806,13.0967741935,NA,Cholet8,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9,NA,9.02111702128,NA,0.0296613333333,16.7,NA,Cholet9,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10,NA,9.94418325326,NA,0.0234565483871,19.0322580645,NA,Cholet10,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
11,NA,10.3191666667,NA,0.0198812666667,16.8333333333,NA,Cholet11,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
12,NA,13.8652196294,NA,0.0153709677419,21.9677419355,NA,Cholet12,Cholet,104917.0,483.9255844,216.80399504,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,NA,16.4794579534,NA,0.0119419,31.5714285714,NA,Evreux1,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,33.0501626646,NA,1015.82724719,6.35685367622,32.9
2,NA,11.8282104863,NA,0.02448066,24.5714285714,NA,Evreux2,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,38.1606401384,NA,1004.74166667,9.26249849135,38.5
3,NA,12.645813315,NA,0.0277634032258,24.6451612903,NA,Evreux3,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,44.1780471928,NA,1017.64978962,9.19704980813,39.6
4,NA,11.8467907801,NA,0.0317983666667,30.3,NA,Evreux4,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,50.008729097,NA,1019.18411371,7.46265530435,11.8
5,NA,8.61811942347,NA,0.0310665483871,23.0322580645,NA,Evreux5,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,53.515034965,NA,1017.09895105,6.35339508231,29.6
6,NA,7.63031914894,NA,0.03261825,24.6896551724,NA,Evreux6,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,62.1317233809,NA,1016.76791604,5.66469153407,36.6
7,NA,5.64234728895,NA,0.0318268064516,18.7333333333,NA,Evreux7,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,68.2854905336,NA,1017.27486188,6.4123300241,11.8
8,NA,5.01679821551,NA,0.0238716612903,15.0,NA,Evreux8,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,62.7433863636,NA,1016.28027027,7.15019098066,61.0
9,NA,9.5974822695,NA,0.02290055,18.9310344828,NA,Evreux9,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,58.305983702,NA,1016.32652482,6.41489829104,77.7
10,NA,12.0097803706,NA,0.017645016129,20.7333333333,NA,Evreux10,Evreux,111449.0,459.219662784,242.69213414,NA,NA,NA,NA,NA,NA,51.5441290323,NA,1014.05171939,7.77348088507,67.6
